sn,order_line_key,order_no,zip_code,locId,CAR_NAME,TNT,TRACKNO,CPD,SHIPTIME,MCD,DELIVER_TIME
689,20210119005846490940121Y,ABC01-806414881670CC,10013,ABC_82335000473013,DL,4,LM8W2R150310681745,27/01/21,2021-01-19 19:24:32+00:00,DELIVERED,2021-01-22 17:11:08+00:00
690,20210119021629524660951Y,ABC01-806414908528CC,92801,ABC_82335000473013,DL,4,LM8W2R150310680951,27/01/21,2021-01-19 19:32:25+00:00,DELIVERED,2021-01-22 13:19:47+00:00
691,20210115205111098901491Y,1121015516019CC,92801,ABC_824390009370862,DL,4,LM8X1R120300559991,27/01/21,2021-01-19 19:07:08+00:00,DELIVERED,2021-01-23 13:29:48+00:00
692,20210119091147717462281Y,ABC01-806414954038CC,11746,ABC_82335000473013,DL,4,LM8W2R150310680433,27/01/21,2021-01-19 19:19:22+00:00,DELIVERED,2021-01-22 11:07:56+00:00
693,20210116160810350825301Y,ABC01-806414172426CC,89123,ABC_824390009370862,DL,5,LM8X1R120300560701,27/01/21,2021-01-19 18:58:15+00:00,DELIVERED,2021-01-23 15:00:20+00:00
694,20210116175611501087721Y,ABC01-806414195661CC,92683,ABC_824390009370862,DL,4,LM8X1R120300557260,27/01/21,2021-01-18 19:32:42+00:00,DELIVERED,2021-01-21 10:25:11+00:00
695,20210117204959807016611Y,ABC01-806414552716CC,94580,ABC_824390009370862,DL,5,LM8X1R120300560783,27/01/21,2021-01-19 19:06:59+00:00,DELIVERED,2021-01-25 16:16:08+00:00
696,20210116160537347537111Y,ABC01-806414168432CC,92110,ABC_824390009370862,DL,4,LM8X1R120300558312,27/01/21,2021-01-18 19:35:25+00:00,DELIVERED,2021-01-21 14:19:37+00:00
697,20210119011054500058611Y,ABC01-806414892245CC,92057,ABC_82335000473013,DL,4,LM8W2R150310681594,27/01/21,2021-01-19 19:31:38+00:00,DELIVERED,2021-01-22 11:56:09+00:00
698,20210119022145527325811Y,ABC01-806414915218CC,92673,ABC_82335000473013,DL,4,LM8W2R150310681290,27/01/21,2021-01-19 19:31:44+00:00,DELIVERED,2021-01-22 13:05:45+00:00
699,20210117184150709584381Y,ABC01-806414464470CC,92883,ABC_824390009370862,DL,4,LM8X1R120300556850,27/01/21,2021-01-19 02:18:07+00:00,DELIVERED,2021-01-25 14:07:27+00:00
700,20210118213541368194831Y,ABC01-806414775511CC,92113,ABC_82335000473013,DL,4,LM8W2R150310681549,27/01/21,2021-01-19 19:50:05+00:00,DELIVERED,2021-01-22 14:48:57+00:00
701,20210115161007900183751Y,ABC01-806413888224CC,94547,ABC_824390009370862,DL,5,LM8X1R120300555995,27/01/21,2021-01-18 19:34:02+00:00,DELIVERED,2021-01-22 19:49:08+00:00
702,20210118173741105461461Y,ABC01-806414753989CC,95014,ABC_82335000473013,DL,5,LM8W2R150310679785,27/01/21,2021-01-19 19:42:10+00:00,DELIVERED,2021-01-22 16:21:55+00:00
703,20210116184828558780491Y,ABC01-806414246224CC,92126,ABC_824390009370862,DL,4,LM8X1R120300560327,27/01/21,2021-01-19 19:07:26+00:00,DELIVERED,2021-01-25 15:45:47+00:00
704,20210118212743361302531Y,ABC01-806414871824CC,10065,ABC_82335000473013,DL,4,LM8W2R150310681101,27/01/21,2021-01-19 19:48:29+00:00,DELIVERED,2021-01-22 15:53:28+00:00
705,20210116172838465768471Y,ABC01-806414192058CC,91344,ABC_824390009370862,DL,4,LM8X1R120300557313,27/01/21,2021-01-18 19:32:58+00:00,DELIVERED,2021-01-21 13:52:48+00:00
706,20210117004924800466821Y,ABC01-806414308704CC,91744,ABC_824390009370862,DL,4,LM8X1R120300557297,27/01/21,2021-01-18 19:32:57+00:00,DELIVERED,2021-01-21 13:17:34+00:00
707,20210117204959807016661Y,ABC01-806414552716CC,94580,ABC_824390009370862,DL,5,LM8X1R120300560783,27/01/21,2021-01-19 19:06:59+00:00,DELIVERED,2021-01-25 16:16:08+00:00
708,20210117201217781597661Y,ABC01-806414550306CC,95688,ABC_824390009370862,DL,5,LM8X1R120300559857,27/01/21,2021-01-19 19:07:07+00:00,DELIVERED,2021-01-25 11:55:46+00:00
709,20210115173132098401111Y,1121015508574CC,92024,ABC_824390009370862,DL,4,LM8X1R120300556350,27/01/21,2021-01-18 19:33:26+00:00,DELIVERED,2021-01-21 15:11:24+00:00
710,20210119163229404287191Y,ABC01-806415318814CC,30039,ABC_824390009370862,DL,2,LM8X1R120300563100,27/01/21,2021-01-20 19:28:36+00:00,DELIVERED,2021-01-21 17:52:36+00:00
711,20210120155809011125831Y,1121020722484CC,95020,ABC_824390009370862,DL,5,LM8X1R120200564576,27/01/21,2021-01-21 19:44:50+00:00,DELIVERED,2021-01-25 12:57:21+00:00
712,20210116025849527245801Y,ABC01-806413345208CC,94550,ABC_82335000473013,DL,5,LM8W2R150310667770,28/01/21,2021-01-18 13:15:24+00:00,DELIVERED,2021-01-21 14:51:58+00:00
713,20210120124511414745311Y,ABC01-806415439593CC,91752,ABC_82335000473013,DL,4,LM2R7V77YW84699521,28/01/21,2021-01-21 22:57:31+00:00,DELIVERED,2021-01-22 17:25:52+00:00
714,20210120112944313075771Y,ABC01-806415382057CC,91724,ABC_824390009370862,DL,4,LM8X1R120200563988,28/01/21,2021-01-21 19:44:23+00:00,DELIVERED,2021-01-25 10:50:03+00:00
715,20210119000112460436761Y,ABC01-806414866786CC,91335,ABC_824390009370862,DL,4,LM8X1R120300562272,28/01/21,2021-01-19 19:04:11+00:00,DELIVERED,2021-01-23 15:15:44+00:00
716,20210116025849527245791Y,ABC01-806413345208CC,94550,ABC_82335000473013,DL,5,LM8W2R150310667770,28/01/21,2021-01-18 13:15:24+00:00,DELIVERED,2021-01-21 14:51:58+00:00
717,20210104191651926964861Y,ABC01-806409873508CC,92660,ABC_824390009370862,DL,4,LM8X1R120300523126,28/01/21,2021-01-07 19:34:41+00:00,DELIVERED,2021-01-12 11:44:40+00:00
718,20210118104538363279331Y,ABC01-806414645194CC,92886,ABC_824390009370862,DL,4,LM8X1R120300561755,28/01/21,2021-01-19 19:05:05+00:00,DELIVERED,2021-01-25 14:43:55+00:00
719,20210117173645645464291Y,ABC01-806414460630CC,92653,ABC_82335000473013,DL,4,LM8W2R150310675823,28/01/21,2021-01-18 20:12:23+00:00,DELIVERED,2021-01-20 17:30:06+00:00
720,20210118212802361519351Y,ABC01-806414866240CC,90022,ABC_824390009370862,DL,4,LM8X1R120300562370,28/01/21,2021-01-19 19:04:17+00:00,DELIVERED,2021-01-25 12:52:47+00:00
721,20210118163130006752511Y,1121018649501CC,95062,ABC_824390009370862,DL,5,LM8X1R120300561700,28/01/21,2021-01-19 18:55:34+00:00,DELIVERED,2021-01-25 15:37:56+00:00
722,20210118183242188827271Y,ABC01-806414762883CC,89141,ABC_824390009370862,DL,5,LM8X1R120300561648,28/01/21,2021-01-19 19:04:59+00:00,DELIVERED,2021-01-25 11:37:04+00:00
